userId	geneSymbol	geneName	entrezgene	gLink
CRYZL2P-SEC16B	CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough	111240474	https://www.ncbi.nlm.nih.gov/gene/?term=111240474
SLC52A3	SLC52A3	solute carrier family 52 member 3	113278	https://www.ncbi.nlm.nih.gov/gene/?term=113278
RIMBP3C	RIMBP3C	RIMS binding protein 3C	150221	https://www.ncbi.nlm.nih.gov/gene/?term=150221
GPRC5B	GPRC5B	G protein-coupled receptor class C group 5 member B	51704	https://www.ncbi.nlm.nih.gov/gene/?term=51704
CNTN6	CNTN6	contactin 6	27255	https://www.ncbi.nlm.nih.gov/gene/?term=27255
MSR1	MSR1	macrophage scavenger receptor 1	4481	https://www.ncbi.nlm.nih.gov/gene/?term=4481
HNRNPA1P9	HNRNPA1P9	heterogeneous nuclear ribonucleoprotein A1 pseudogene 9	100421389	https://www.ncbi.nlm.nih.gov/gene/?term=100421389
ARHGAP25	ARHGAP25	Rho GTPase activating protein 25	9938	https://www.ncbi.nlm.nih.gov/gene/?term=9938
CXCL12	CXCL12	C-X-C motif chemokine ligand 12	6387	https://www.ncbi.nlm.nih.gov/gene/?term=6387
C1QTNF1-AS1	C1QTNF1-AS1	C1QTNF1 antisense RNA 1	100507410	https://www.ncbi.nlm.nih.gov/gene/?term=100507410
MBL2	MBL2	mannose binding lectin 2	4153	https://www.ncbi.nlm.nih.gov/gene/?term=4153
OAS2	OAS2	2'-5'-oligoadenylate synthetase 2	4939	https://www.ncbi.nlm.nih.gov/gene/?term=4939
NPTX1	NPTX1	neuronal pentraxin 1	4884	https://www.ncbi.nlm.nih.gov/gene/?term=4884
GRIN2D	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	2906	https://www.ncbi.nlm.nih.gov/gene/?term=2906
ZNF257	ZNF257	zinc finger protein 257	113835	https://www.ncbi.nlm.nih.gov/gene/?term=113835
CNIH3	CNIH3	cornichon family AMPA receptor auxiliary protein 3	149111	https://www.ncbi.nlm.nih.gov/gene/?term=149111
MAML2	MAML2	mastermind like transcriptional coactivator 2	84441	https://www.ncbi.nlm.nih.gov/gene/?term=84441
ENPP6	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	133121	https://www.ncbi.nlm.nih.gov/gene/?term=133121
TGFB1	TGFB1	transforming growth factor beta 1	7040	https://www.ncbi.nlm.nih.gov/gene/?term=7040
CYTL1	CYTL1	cytokine like 1	54360	https://www.ncbi.nlm.nih.gov/gene/?term=54360
SPAAR	SPAAR	small regulatory polypeptide of amino acid response	158376	https://www.ncbi.nlm.nih.gov/gene/?term=158376
FSIP2-AS2	FSIP2-AS2	FSIP2 antisense RNA 2	101927196	https://www.ncbi.nlm.nih.gov/gene/?term=101927196
FIGNL2	FIGNL2	fidgetin like 2	401720	https://www.ncbi.nlm.nih.gov/gene/?term=401720
NPC1L1	NPC1L1	NPC1 like intracellular cholesterol transporter 1	29881	https://www.ncbi.nlm.nih.gov/gene/?term=29881
PPM1J	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J	333926	https://www.ncbi.nlm.nih.gov/gene/?term=333926
PRAG1	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	157285	https://www.ncbi.nlm.nih.gov/gene/?term=157285
TMTC1	TMTC1	transmembrane and tetratricopeptide repeat containing 1	83857	https://www.ncbi.nlm.nih.gov/gene/?term=83857
L3MBTL3	L3MBTL3	L3MBTL3, histone methyl-lysine binding protein	84456	https://www.ncbi.nlm.nih.gov/gene/?term=84456
FABP7	FABP7	fatty acid binding protein 7	2173	https://www.ncbi.nlm.nih.gov/gene/?term=2173
DSCAM	DSCAM	DS cell adhesion molecule	1826	https://www.ncbi.nlm.nih.gov/gene/?term=1826
CD33	CD33	CD33 molecule	945	https://www.ncbi.nlm.nih.gov/gene/?term=945
SNED1	SNED1	sushi, nidogen and EGF like domains 1	25992	https://www.ncbi.nlm.nih.gov/gene/?term=25992
NEK6	NEK6	NIMA related kinase 6	10783	https://www.ncbi.nlm.nih.gov/gene/?term=10783
DIPK2A	DIPK2A	divergent protein kinase domain 2A	205428	https://www.ncbi.nlm.nih.gov/gene/?term=205428
TBC1D29P	TBC1D29P	TBC1 domain family member 29, pseudogene	26083	https://www.ncbi.nlm.nih.gov/gene/?term=26083
MEIS1-AS2	MEIS1-AS2	MEIS1 antisense RNA 2	100873998	https://www.ncbi.nlm.nih.gov/gene/?term=100873998
EBF4	EBF4	EBF family member 4	57593	https://www.ncbi.nlm.nih.gov/gene/?term=57593
TTLL2	TTLL2	tubulin tyrosine ligase like 2	83887	https://www.ncbi.nlm.nih.gov/gene/?term=83887
PACRG	PACRG	parkin coregulated	135138	https://www.ncbi.nlm.nih.gov/gene/?term=135138
ADM	ADM	adrenomedullin	133	https://www.ncbi.nlm.nih.gov/gene/?term=133
OR2A20P	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene	401428	https://www.ncbi.nlm.nih.gov/gene/?term=401428
ZNF208	ZNF208	zinc finger protein 208	7757	https://www.ncbi.nlm.nih.gov/gene/?term=7757
CDKN2B-AS1	CDKN2B-AS1	CDKN2B antisense RNA 1	100048912	https://www.ncbi.nlm.nih.gov/gene/?term=100048912
SSX6P	SSX6P	SSX family member 6, pseudogene	280657	https://www.ncbi.nlm.nih.gov/gene/?term=280657
PARP8	PARP8	poly(ADP-ribose) polymerase family member 8	79668	https://www.ncbi.nlm.nih.gov/gene/?term=79668
FOXA3	FOXA3	forkhead box A3	3171	https://www.ncbi.nlm.nih.gov/gene/?term=3171
SSC5D	SSC5D	scavenger receptor cysteine rich family member with 5 domains	284297	https://www.ncbi.nlm.nih.gov/gene/?term=284297
TMC1	TMC1	transmembrane channel like 1	117531	https://www.ncbi.nlm.nih.gov/gene/?term=117531
RPS2P1	RPS2P1	ribosomal protein S2 pseudogene 1	140755	https://www.ncbi.nlm.nih.gov/gene/?term=140755
MX1	MX1	MX dynamin like GTPase 1	4599	https://www.ncbi.nlm.nih.gov/gene/?term=4599
LGALS3	LGALS3	galectin 3	3958	https://www.ncbi.nlm.nih.gov/gene/?term=3958
MYOD1	MYOD1	myogenic differentiation 1	4654	https://www.ncbi.nlm.nih.gov/gene/?term=4654
CCDC62	CCDC62	coiled-coil domain containing 62	84660	https://www.ncbi.nlm.nih.gov/gene/?term=84660
MUC19	MUC19	mucin 19, oligomeric	283463	https://www.ncbi.nlm.nih.gov/gene/?term=283463
ABI3	ABI3	ABI family member 3	51225	https://www.ncbi.nlm.nih.gov/gene/?term=51225
LINC01363	LINC01363	long intergenic non-protein coding RNA 1363	101928484	https://www.ncbi.nlm.nih.gov/gene/?term=101928484
PNMA5	PNMA5	PNMA family member 5	114824	https://www.ncbi.nlm.nih.gov/gene/?term=114824
ACP7	ACP7	acid phosphatase 7, tartrate resistant (putative)	390928	https://www.ncbi.nlm.nih.gov/gene/?term=390928
CACNG4	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4	27092	https://www.ncbi.nlm.nih.gov/gene/?term=27092
IL13RA1	IL13RA1	interleukin 13 receptor subunit alpha 1	3597	https://www.ncbi.nlm.nih.gov/gene/?term=3597
SYNPR	SYNPR	synaptoporin	132204	https://www.ncbi.nlm.nih.gov/gene/?term=132204
CEACAMP10	CEACAMP10	carcinoembryonic antigen related cell adhesion molecule pseudogene 10	1098	https://www.ncbi.nlm.nih.gov/gene/?term=1098
ACP5	ACP5	acid phosphatase 5, tartrate resistant	54	https://www.ncbi.nlm.nih.gov/gene/?term=54
ST8SIA5	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	29906	https://www.ncbi.nlm.nih.gov/gene/?term=29906
ICAM1	ICAM1	intercellular adhesion molecule 1	3383	https://www.ncbi.nlm.nih.gov/gene/?term=3383
FOXD3	FOXD3	forkhead box D3	27022	https://www.ncbi.nlm.nih.gov/gene/?term=27022
SELENBP1	SELENBP1	selenium binding protein 1	8991	https://www.ncbi.nlm.nih.gov/gene/?term=8991
CAPN11	CAPN11	calpain 11	11131	https://www.ncbi.nlm.nih.gov/gene/?term=11131
CAPN9	CAPN9	calpain 9	10753	https://www.ncbi.nlm.nih.gov/gene/?term=10753
LYNX1	LYNX1	Ly6/neurotoxin 1	66004	https://www.ncbi.nlm.nih.gov/gene/?term=66004
RAG2	RAG2	recombination activating 2	5897	https://www.ncbi.nlm.nih.gov/gene/?term=5897
ARHGAP44	ARHGAP44	Rho GTPase activating protein 44	9912	https://www.ncbi.nlm.nih.gov/gene/?term=9912
TSBP1-AS1	TSBP1-AS1	TSBP1 and BTNL2 antisense RNA 1	101929163	https://www.ncbi.nlm.nih.gov/gene/?term=101929163
TCF7	TCF7	transcription factor 7	6932	https://www.ncbi.nlm.nih.gov/gene/?term=6932
ZIC5	ZIC5	Zic family member 5	85416	https://www.ncbi.nlm.nih.gov/gene/?term=85416
CEACAM22P	CEACAM22P	carcinoembryonic antigen related cell adhesion molecule 22, pseudogene	388550	https://www.ncbi.nlm.nih.gov/gene/?term=388550
RCN1	RCN1	reticulocalbin 1	5954	https://www.ncbi.nlm.nih.gov/gene/?term=5954
OSBPL10	OSBPL10	oxysterol binding protein like 10	114884	https://www.ncbi.nlm.nih.gov/gene/?term=114884
PCDHB6	PCDHB6	protocadherin beta 6	56130	https://www.ncbi.nlm.nih.gov/gene/?term=56130
TRHDE-AS1	TRHDE-AS1	TRHDE antisense RNA 1	283392	https://www.ncbi.nlm.nih.gov/gene/?term=283392
TNS2	TNS2	tensin 2	23371	https://www.ncbi.nlm.nih.gov/gene/?term=23371
SEMA3B	SEMA3B	semaphorin 3B	7869	https://www.ncbi.nlm.nih.gov/gene/?term=7869
LINC02649	LINC02649	long intergenic non-protein coding RNA 2649	399715	https://www.ncbi.nlm.nih.gov/gene/?term=399715
ANTXR1	ANTXR1	ANTXR cell adhesion molecule 1	84168	https://www.ncbi.nlm.nih.gov/gene/?term=84168
LINC01358	LINC01358	long intergenic non-protein coding RNA 1358	101926925	https://www.ncbi.nlm.nih.gov/gene/?term=101926925
C7	C7	complement C7	730	https://www.ncbi.nlm.nih.gov/gene/?term=730
GAB3	GAB3	GRB2 associated binding protein 3	139716	https://www.ncbi.nlm.nih.gov/gene/?term=139716
RERGL	RERGL	RERG like	79785	https://www.ncbi.nlm.nih.gov/gene/?term=79785
SMCO2	SMCO2	single-pass membrane protein with coiled-coil domains 2	341346	https://www.ncbi.nlm.nih.gov/gene/?term=341346
TNFRSF10A	TNFRSF10A	TNF receptor superfamily member 10a	8797	https://www.ncbi.nlm.nih.gov/gene/?term=8797
IGFBP5	IGFBP5	insulin like growth factor binding protein 5	3488	https://www.ncbi.nlm.nih.gov/gene/?term=3488
PIGR	PIGR	polymeric immunoglobulin receptor	5284	https://www.ncbi.nlm.nih.gov/gene/?term=5284
ACTR3C	ACTR3C	actin related protein 3C	653857	https://www.ncbi.nlm.nih.gov/gene/?term=653857
COL24A1	COL24A1	collagen type XXIV alpha 1 chain	255631	https://www.ncbi.nlm.nih.gov/gene/?term=255631
PCDHB5	PCDHB5	protocadherin beta 5	26167	https://www.ncbi.nlm.nih.gov/gene/?term=26167
SLC22A31	SLC22A31	solute carrier family 22 member 31	146429	https://www.ncbi.nlm.nih.gov/gene/?term=146429
LINC01561	LINC01561	long intergenic non-protein coding RNA 1561	404216	https://www.ncbi.nlm.nih.gov/gene/?term=404216
STX11	STX11	syntaxin 11	8676	https://www.ncbi.nlm.nih.gov/gene/?term=8676
PTPRD	PTPRD	protein tyrosine phosphatase, receptor type D	5789	https://www.ncbi.nlm.nih.gov/gene/?term=5789
NMU	NMU	neuromedin U	10874	https://www.ncbi.nlm.nih.gov/gene/?term=10874
OTUD1	OTUD1	OTU deubiquitinase 1	220213	https://www.ncbi.nlm.nih.gov/gene/?term=220213
PAPPA-AS2	PAPPA-AS2	PAPPA antisense RNA 2	103611155	https://www.ncbi.nlm.nih.gov/gene/?term=103611155
SPAG6	SPAG6	sperm associated antigen 6	9576	https://www.ncbi.nlm.nih.gov/gene/?term=9576
SEMA5B	SEMA5B	semaphorin 5B	54437	https://www.ncbi.nlm.nih.gov/gene/?term=54437
KLHL33	KLHL33	kelch like family member 33	123103	https://www.ncbi.nlm.nih.gov/gene/?term=123103
NLRP6	NLRP6	NLR family pyrin domain containing 6	171389	https://www.ncbi.nlm.nih.gov/gene/?term=171389
DMBT1	DMBT1	deleted in malignant brain tumors 1	1755	https://www.ncbi.nlm.nih.gov/gene/?term=1755
KRT8	KRT8	keratin 8	3856	https://www.ncbi.nlm.nih.gov/gene/?term=3856
LAMA4	LAMA4	laminin subunit alpha 4	3910	https://www.ncbi.nlm.nih.gov/gene/?term=3910
LINC01546	LINC01546	long intergenic non-protein coding RNA 1546	100129464	https://www.ncbi.nlm.nih.gov/gene/?term=100129464
MX2	MX2	MX dynamin like GTPase 2	4600	https://www.ncbi.nlm.nih.gov/gene/?term=4600
PKP2	PKP2	plakophilin 2	5318	https://www.ncbi.nlm.nih.gov/gene/?term=5318
LBX2-AS1	LBX2-AS1	LBX2 antisense RNA 1	151534	https://www.ncbi.nlm.nih.gov/gene/?term=151534
MAPK15	MAPK15	mitogen-activated protein kinase 15	225689	https://www.ncbi.nlm.nih.gov/gene/?term=225689
CSDC2	CSDC2	cold shock domain containing C2	27254	https://www.ncbi.nlm.nih.gov/gene/?term=27254
FYCO1	FYCO1	FYVE and coiled-coil domain containing 1	79443	https://www.ncbi.nlm.nih.gov/gene/?term=79443
TBX15	TBX15	T-box 15	6913	https://www.ncbi.nlm.nih.gov/gene/?term=6913
FEZF1	FEZF1	FEZ family zinc finger 1	389549	https://www.ncbi.nlm.nih.gov/gene/?term=389549
FSTL5	FSTL5	follistatin like 5	56884	https://www.ncbi.nlm.nih.gov/gene/?term=56884
SLC7A10	SLC7A10	solute carrier family 7 member 10	56301	https://www.ncbi.nlm.nih.gov/gene/?term=56301
SFN	SFN	stratifin	2810	https://www.ncbi.nlm.nih.gov/gene/?term=2810
SMIM3	SMIM3	small integral membrane protein 3	85027	https://www.ncbi.nlm.nih.gov/gene/?term=85027
FBLN1	FBLN1	fibulin 1	2192	https://www.ncbi.nlm.nih.gov/gene/?term=2192
PAGE1	PAGE1	PAGE family member 1	8712	https://www.ncbi.nlm.nih.gov/gene/?term=8712
CCL5	CCL5	C-C motif chemokine ligand 5	6352	https://www.ncbi.nlm.nih.gov/gene/?term=6352
EDN1	EDN1	endothelin 1	1906	https://www.ncbi.nlm.nih.gov/gene/?term=1906
SYTL3	SYTL3	synaptotagmin like 3	94120	https://www.ncbi.nlm.nih.gov/gene/?term=94120
COL5A3	COL5A3	collagen type V alpha 3 chain	50509	https://www.ncbi.nlm.nih.gov/gene/?term=50509
FBN3	FBN3	fibrillin 3	84467	https://www.ncbi.nlm.nih.gov/gene/?term=84467
SERPINI1	SERPINI1	serpin family I member 1	5274	https://www.ncbi.nlm.nih.gov/gene/?term=5274
SMPDL3A	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	10924	https://www.ncbi.nlm.nih.gov/gene/?term=10924
AASS	AASS	aminoadipate-semialdehyde synthase	10157	https://www.ncbi.nlm.nih.gov/gene/?term=10157
CDH4	CDH4	cadherin 4	1002	https://www.ncbi.nlm.nih.gov/gene/?term=1002
FERMT1	FERMT1	fermitin family member 1	55612	https://www.ncbi.nlm.nih.gov/gene/?term=55612
RAET1E	RAET1E	retinoic acid early transcript 1E	135250	https://www.ncbi.nlm.nih.gov/gene/?term=135250
ELMO1	ELMO1	engulfment and cell motility 1	9844	https://www.ncbi.nlm.nih.gov/gene/?term=9844
CES5AP1	CES5AP1	carboxylesterase 5A pseudogene 1	649264	https://www.ncbi.nlm.nih.gov/gene/?term=649264
DLGAP1	DLGAP1	DLG associated protein 1	9229	https://www.ncbi.nlm.nih.gov/gene/?term=9229
TMIE	TMIE	transmembrane inner ear	259236	https://www.ncbi.nlm.nih.gov/gene/?term=259236
CCDC184	CCDC184	coiled-coil domain containing 184	387856	https://www.ncbi.nlm.nih.gov/gene/?term=387856
IFFO2	IFFO2	intermediate filament family orphan 2	126917	https://www.ncbi.nlm.nih.gov/gene/?term=126917
FGF12	FGF12	fibroblast growth factor 12	2257	https://www.ncbi.nlm.nih.gov/gene/?term=2257
MID1	MID1	midline 1	4281	https://www.ncbi.nlm.nih.gov/gene/?term=4281
MITF	MITF	melanocyte inducing transcription factor	4286	https://www.ncbi.nlm.nih.gov/gene/?term=4286
LINC01933	LINC01933	long intergenic non-protein coding RNA 1933	101927115	https://www.ncbi.nlm.nih.gov/gene/?term=101927115
SNAI2	SNAI2	snail family transcriptional repressor 2	6591	https://www.ncbi.nlm.nih.gov/gene/?term=6591
TNFAIP6	TNFAIP6	TNF alpha induced protein 6	7130	https://www.ncbi.nlm.nih.gov/gene/?term=7130
RPL13AP20	RPL13AP20	ribosomal protein L13a pseudogene 20	387841	https://www.ncbi.nlm.nih.gov/gene/?term=387841
LINC01971	LINC01971	long intergenic non-protein coding RNA 1971	105371927	https://www.ncbi.nlm.nih.gov/gene/?term=105371927
PDPN	PDPN	podoplanin	10630	https://www.ncbi.nlm.nih.gov/gene/?term=10630
ESRRB	ESRRB	estrogen related receptor beta	2103	https://www.ncbi.nlm.nih.gov/gene/?term=2103
TCN2	TCN2	transcobalamin 2	6948	https://www.ncbi.nlm.nih.gov/gene/?term=6948
WFDC1	WFDC1	WAP four-disulfide core domain 1	58189	https://www.ncbi.nlm.nih.gov/gene/?term=58189
SLC6A16	SLC6A16	solute carrier family 6 member 16	28968	https://www.ncbi.nlm.nih.gov/gene/?term=28968
NXT2	NXT2	nuclear transport factor 2 like export factor 2	55916	https://www.ncbi.nlm.nih.gov/gene/?term=55916
CLCN1	CLCN1	chloride voltage-gated channel 1	1180	https://www.ncbi.nlm.nih.gov/gene/?term=1180
SIAH3	SIAH3	siah E3 ubiquitin protein ligase family member 3	283514	https://www.ncbi.nlm.nih.gov/gene/?term=283514
BST1	BST1	bone marrow stromal cell antigen 1	683	https://www.ncbi.nlm.nih.gov/gene/?term=683
GCNT3	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	9245	https://www.ncbi.nlm.nih.gov/gene/?term=9245
PRKCZ	PRKCZ	protein kinase C zeta	5590	https://www.ncbi.nlm.nih.gov/gene/?term=5590
CCR3	CCR3	C-C motif chemokine receptor 3	1232	https://www.ncbi.nlm.nih.gov/gene/?term=1232
ZDHHC19	ZDHHC19	zinc finger DHHC-type containing 19	131540	https://www.ncbi.nlm.nih.gov/gene/?term=131540
DNMBP	DNMBP	dynamin binding protein	23268	https://www.ncbi.nlm.nih.gov/gene/?term=23268
COLEC12	COLEC12	collectin subfamily member 12	81035	https://www.ncbi.nlm.nih.gov/gene/?term=81035
SERPINB7	SERPINB7	serpin family B member 7	8710	https://www.ncbi.nlm.nih.gov/gene/?term=8710
XKR4	XKR4	XK related 4	114786	https://www.ncbi.nlm.nih.gov/gene/?term=114786
SLC39A11	SLC39A11	solute carrier family 39 member 11	201266	https://www.ncbi.nlm.nih.gov/gene/?term=201266
LINC01441	LINC01441	long intergenic non-protein coding RNA 1441	101927796	https://www.ncbi.nlm.nih.gov/gene/?term=101927796
FOSL2	FOSL2	FOS like 2, AP-1 transcription factor subunit	2355	https://www.ncbi.nlm.nih.gov/gene/?term=2355
GASK1A	GASK1A	golgi associated kinase 1A	729085	https://www.ncbi.nlm.nih.gov/gene/?term=729085
LHX1	LHX1	LIM homeobox 1	3975	https://www.ncbi.nlm.nih.gov/gene/?term=3975
PNMT	PNMT	phenylethanolamine N-methyltransferase	5409	https://www.ncbi.nlm.nih.gov/gene/?term=5409
GALNT10	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	55568	https://www.ncbi.nlm.nih.gov/gene/?term=55568
HOXA10	HOXA10	homeobox A10	3206	https://www.ncbi.nlm.nih.gov/gene/?term=3206
NRP1	NRP1	neuropilin 1	8829	https://www.ncbi.nlm.nih.gov/gene/?term=8829
LINC02257	LINC02257	long intergenic non-protein coding RNA 2257	105372950	https://www.ncbi.nlm.nih.gov/gene/?term=105372950
DENND2D	DENND2D	DENN domain containing 2D	79961	https://www.ncbi.nlm.nih.gov/gene/?term=79961
NDRG1	NDRG1	N-myc downstream regulated 1	10397	https://www.ncbi.nlm.nih.gov/gene/?term=10397
CARD9	CARD9	caspase recruitment domain family member 9	64170	https://www.ncbi.nlm.nih.gov/gene/?term=64170
PCDH8	PCDH8	protocadherin 8	5100	https://www.ncbi.nlm.nih.gov/gene/?term=5100
LBX2	LBX2	ladybird homeobox 2	85474	https://www.ncbi.nlm.nih.gov/gene/?term=85474
CRLF2	CRLF2	cytokine receptor like factor 2	64109	https://www.ncbi.nlm.nih.gov/gene/?term=64109
HOTTIP	HOTTIP	HOXA distal transcript antisense RNA	100316868	https://www.ncbi.nlm.nih.gov/gene/?term=100316868
DBH-AS1	DBH-AS1	DBH antisense RNA 1	138948	https://www.ncbi.nlm.nih.gov/gene/?term=138948
S100A2	S100A2	S100 calcium binding protein A2	6273	https://www.ncbi.nlm.nih.gov/gene/?term=6273
CXCL2	CXCL2	C-X-C motif chemokine ligand 2	2920	https://www.ncbi.nlm.nih.gov/gene/?term=2920
LRRC71	LRRC71	leucine rich repeat containing 71	149499	https://www.ncbi.nlm.nih.gov/gene/?term=149499
GPX1P1	GPX1P1	glutathione peroxidase pseudogene 1	441481	https://www.ncbi.nlm.nih.gov/gene/?term=441481
CES1P2	CES1P2	carboxylesterase 1 pseudogene 2	390732	https://www.ncbi.nlm.nih.gov/gene/?term=390732
IGHV3-29	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene)	28440	https://www.ncbi.nlm.nih.gov/gene/?term=28440
NMRK1	NMRK1	nicotinamide riboside kinase 1	54981	https://www.ncbi.nlm.nih.gov/gene/?term=54981
S100A3	S100A3	S100 calcium binding protein A3	6274	https://www.ncbi.nlm.nih.gov/gene/?term=6274
SH3TC2-DT	SH3TC2-DT	SH3TC2 divergent transcript	255187	https://www.ncbi.nlm.nih.gov/gene/?term=255187
BASP1-AS1	BASP1-AS1	BASP1 antisense RNA 1	285696	https://www.ncbi.nlm.nih.gov/gene/?term=285696
GOLGA8G	GOLGA8G	golgin A8 family member G	283768	https://www.ncbi.nlm.nih.gov/gene/?term=283768
C10orf90	C10orf90	chromosome 10 open reading frame 90	118611	https://www.ncbi.nlm.nih.gov/gene/?term=118611
OVCH2	OVCH2	ovochymase 2 (gene/pseudogene)	341277	https://www.ncbi.nlm.nih.gov/gene/?term=341277
SAT1	SAT1	spermidine/spermine N1-acetyltransferase 1	6303	https://www.ncbi.nlm.nih.gov/gene/?term=6303
DCT	DCT	dopachrome tautomerase	1638	https://www.ncbi.nlm.nih.gov/gene/?term=1638
ZSCAN4	ZSCAN4	zinc finger and SCAN domain containing 4	201516	https://www.ncbi.nlm.nih.gov/gene/?term=201516
LINC02293	LINC02293	long intergenic non-protein coding RNA 2293	102724890	https://www.ncbi.nlm.nih.gov/gene/?term=102724890
CBLN3	CBLN3	cerebellin 3 precursor	643866	https://www.ncbi.nlm.nih.gov/gene/?term=643866
DM1-AS	DM1-AS	DM1 locus antisense RNA	109729182	https://www.ncbi.nlm.nih.gov/gene/?term=109729182
PDE5A	PDE5A	phosphodiesterase 5A	8654	https://www.ncbi.nlm.nih.gov/gene/?term=8654
ALOX15B	ALOX15B	arachidonate 15-lipoxygenase, type B	247	https://www.ncbi.nlm.nih.gov/gene/?term=247
NDUFA9P1	NDUFA9P1	NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1	266625	https://www.ncbi.nlm.nih.gov/gene/?term=266625
LIF	LIF	LIF, interleukin 6 family cytokine	3976	https://www.ncbi.nlm.nih.gov/gene/?term=3976
DAB1	DAB1	DAB1, reelin adaptor protein	1600	https://www.ncbi.nlm.nih.gov/gene/?term=1600
IQSEC2	IQSEC2	IQ motif and Sec7 domain 2	23096	https://www.ncbi.nlm.nih.gov/gene/?term=23096
TMCO4	TMCO4	transmembrane and coiled-coil domains 4	255104	https://www.ncbi.nlm.nih.gov/gene/?term=255104
LINC02139	LINC02139	long intergenic non-protein coding RNA 2139	400548	https://www.ncbi.nlm.nih.gov/gene/?term=400548
COL5A1	COL5A1	collagen type V alpha 1 chain	1289	https://www.ncbi.nlm.nih.gov/gene/?term=1289
MME-AS1	MME-AS1	MME antisense RNA 1	100873918	https://www.ncbi.nlm.nih.gov/gene/?term=100873918
NR4A2	NR4A2	nuclear receptor subfamily 4 group A member 2	4929	https://www.ncbi.nlm.nih.gov/gene/?term=4929
PECAM1	PECAM1	platelet and endothelial cell adhesion molecule 1	5175	https://www.ncbi.nlm.nih.gov/gene/?term=5175
CD209	CD209	CD209 molecule	30835	https://www.ncbi.nlm.nih.gov/gene/?term=30835
SERTM2	SERTM2	serine rich and transmembrane domain containing 2	401613	https://www.ncbi.nlm.nih.gov/gene/?term=401613
DLX4	DLX4	distal-less homeobox 4	1748	https://www.ncbi.nlm.nih.gov/gene/?term=1748
S100A13	S100A13	S100 calcium binding protein A13	6284	https://www.ncbi.nlm.nih.gov/gene/?term=6284
TIMP3	TIMP3	TIMP metallopeptidase inhibitor 3	7078	https://www.ncbi.nlm.nih.gov/gene/?term=7078
ITIH5	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760	https://www.ncbi.nlm.nih.gov/gene/?term=80760
PSTPIP2	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	9050	https://www.ncbi.nlm.nih.gov/gene/?term=9050
